Country name,Region,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
Croatia,Europe,2015,5.205,10.124,0.768,67.9,0.694,-0.104,0.849
Croatia,Europe,2016,5.417,10.166,0.798,68.075,0.672,-0.072,0.884
Croatia,Europe,2017,5.343,10.211,0.77,68.25,0.716,-0.112,0.892
Croatia,Europe,2018,5.536,10.248,0.91,68.425,0.691,-0.158,0.925
Croatia,Europe,2019,5.626,10.287,0.936,68.6,0.739,-0.145,0.932
Croatia,Europe,2020,6.508,10.202,0.923,68.775,0.837,-0.071,0.961
Croatia,Europe,2021,6.287,10.367,0.918,68.95,0.842,0.001,0.934
Croatia,Europe,2022,5.579,10.435,0.91,69.125,0.593,-0.213,0.875
Croatia,Europe,2023,5.958,10.462,0.909,69.3,0.573,-0.205,0.81
Cyprus,Europe,2014,5.627,10.411,0.77,71.44,0.715,0.054,0.868
Cyprus,Europe,2015,5.439,10.451,0.77,71.6,0.628,0.107,0.893
Cyprus,Europe,2016,5.795,10.51,0.786,71.8,0.756,-0.036,0.898
Cyprus,Europe,2017,6.062,10.556,0.819,72,0.812,0.036,0.851
Cyprus,Europe,2018,6.276,10.599,0.826,72.2,0.794,-0.031,0.848
Cyprus,Europe,2019,6.137,10.639,0.776,72.4,0.74,-0.018,0.865
Cyprus,Europe,2020,6.26,10.583,0.806,72.6,0.763,-0.086,0.816
Cyprus,Europe,2021,6.269,10.638,0.855,72.8,0.718,-0.038,0.876
Cyprus,Europe,2022,5.865,10.683,0.82,73,0.698,0.008,0.887
Cyprus,Europe,2023,6.071,,0.803,73.2,0.73,,0.84
Czechia,Europe,2014,6.484,10.445,0.878,68.18,0.8,-0.174,0.897
Czechia,Europe,2015,6.608,10.496,0.911,68.3,0.808,-0.152,0.886
Czechia,Europe,2016,6.736,10.519,0.931,68.425,0.85,-0.204,0.9
Czechia,Europe,2017,6.79,10.567,0.901,68.55,0.832,-0.183,0.867
Czechia,Europe,2018,7.034,10.595,0.929,68.675,0.79,-0.299,0.851
Czechia,Europe,2020,6.897,10.562,0.964,68.925,0.906,-0.135,0.884
Czechia,Europe,2021,6.942,10.615,0.95,69.05,0.891,0.157,0.863
Czechia,Europe,2022,6.695,10.637,0.944,69.175,0.908,0.093,0.831
Czechia,Europe,2023,6.827,10.639,0.927,69.3,0.906,0.025,0.832
Denmark,Europe,2014,7.508,10.86,0.956,70.28,0.942,0.112,0.237
Denmark,Europe,2015,7.514,10.876,0.96,70.5,0.941,0.216,0.191
Denmark,Europe,2016,7.558,10.9,0.954,70.625,0.948,0.132,0.21
Denmark,Europe,2017,7.594,10.922,0.952,70.75,0.955,0.149,0.181
Denmark,Europe,2018,7.649,10.936,0.958,70.875,0.935,0.012,0.151
Denmark,Europe,2019,7.693,10.948,0.958,71,0.963,0.015,0.174
Denmark,Europe,2020,7.515,10.924,0.947,71.125,0.938,0.045,0.214
Denmark,Europe,2021,7.699,10.968,0.945,71.25,0.933,0.13,0.173
Denmark,Europe,2022,7.545,10.997,0.97,71.375,0.93,0.222,0.203
Denmark,Europe,2023,7.504,10.996,0.916,71.5,0.923,0.089,0.184
Estonia,Europe,2014,5.556,10.325,0.917,68.02,0.773,-0.158,0.652
Estonia,Europe,2015,5.629,10.343,0.918,68.3,0.815,-0.169,0.569
Estonia,Europe,2016,5.65,10.374,0.938,68.525,0.843,-0.155,0.639
Estonia,Europe,2017,5.938,10.429,0.936,68.75,0.862,-0.107,0.668
Estonia,Europe,2018,6.091,10.463,0.933,68.975,0.886,-0.147,0.621
Estonia,Europe,2019,6.035,10.496,0.934,69.2,0.887,-0.101,0.576
Estonia,Europe,2020,6.453,10.488,0.958,69.425,0.954,-0.09,0.398
Estonia,Europe,2021,6.554,10.564,0.946,69.65,0.926,0.046,0.441
Estonia,Europe,2022,6.357,10.541,0.933,69.875,0.904,0.136,0.39
Estonia,Europe,2023,6.43,10.517,0.958,70.1,0.915,0.032,0.334
Finland,Europe,2014,7.385,10.714,0.952,70.48,0.933,-0.007,0.265
Finland,Europe,2015,7.448,10.716,0.948,70.7,0.93,0.105,0.223
Finland,Europe,2016,7.66,10.741,0.954,70.775,0.948,-0.033,0.25
Finland,Europe,2017,7.788,10.77,0.964,70.85,0.962,-0.008,0.192
Finland,Europe,2018,7.858,10.78,0.962,70.925,0.938,-0.133,0.199
Finland,Europe,2019,7.78,10.791,0.937,71,0.948,-0.058,0.195
Finland,Europe,2020,7.889,10.766,0.962,71.075,0.962,-0.123,0.164
Finland,Europe,2021,7.794,10.794,0.97,71.15,0.963,-0.039,0.192
Finland,Europe,2022,7.729,10.811,0.974,71.225,0.959,0.101,0.19
Finland,Europe,2023,7.699,10.808,0.947,71.3,0.943,-0.001,0.185
France,Europe,2014,6.467,10.669,0.878,71.6,0.803,-0.124,0.656
France,Europe,2015,6.358,10.677,0.896,71.7,0.817,-0.145,0.641
France,Europe,2016,6.475,10.685,0.885,71.8,0.787,-0.097,0.623
France,Europe,2017,6.635,10.705,0.931,71.9,0.834,-0.129,0.601
France,Europe,2018,6.666,10.72,0.921,72,0.816,-0.143,0.582
France,Europe,2019,6.69,10.735,0.958,72.1,0.827,-0.139,0.568
France,Europe,2020,6.714,10.651,0.947,72.2,0.823,-0.176,0.565
France,Europe,2021,6.656,10.714,0.915,72.3,0.837,-0.104,0.561
France,Europe,2022,6.614,10.737,0.866,72.4,0.798,-0.027,0.533
France,Europe,2023,6.557,10.742,0.85,72.5,0.776,0.01,0.558
Georgia,Europe,2014,4.288,9.414,0.558,64.1,0.72,-0.239,0.416
Georgia,Europe,2015,4.122,9.442,0.517,64.2,0.64,-0.21,0.502
Georgia,Europe,2016,4.448,9.47,0.533,64.325,0.606,-0.255,0.561
Georgia,Europe,2017,4.451,9.517,0.59,64.45,0.821,-0.25,0.59
Georgia,Europe,2018,4.659,9.565,0.617,64.575,0.775,-0.238,0.755
Georgia,Europe,2019,4.892,9.615,0.675,64.7,0.811,-0.265,0.647
Georgia,Europe,2020,5.123,9.544,0.718,64.825,0.764,-0.225,0.583
Georgia,Europe,2021,4.911,9.648,0.671,64.95,0.777,-0.29,0.723
Georgia,Europe,2022,5.293,9.743,0.754,65.075,0.821,-0.255,0.655
Georgia,Europe,2023,5.351,9.785,0.779,65.2,0.877,-0.268,0.706
Germany,Europe,2014,6.984,10.837,0.938,70.08,0.899,0.082,0.474
Germany,Europe,2015,7.037,10.843,0.926,70.1,0.889,0.172,0.412
Germany,Europe,2016,6.874,10.857,0.906,70.3,0.871,0.142,0.446
Germany,Europe,2017,7.074,10.879,0.892,70.5,0.841,0.139,0.414
Germany,Europe,2018,7.118,10.886,0.92,70.7,0.877,0.028,0.496
Germany,Europe,2019,7.035,10.894,0.886,70.9,0.885,0.051,0.462
Germany,Europe,2020,7.312,10.856,0.905,71.1,0.864,-0.068,0.424
Germany,Europe,2021,6.755,10.881,0.868,71.3,0.778,0.074,0.418
Germany,Europe,2022,6.608,10.889,0.916,71.5,0.895,0.08,0.417
Germany,Europe,2023,6.792,10.878,0.895,71.7,0.845,0.106,0.46
Greece,Europe,2014,4.756,10.245,0.832,70.32,0.369,-0.293,0.93
Greece,Europe,2015,5.623,10.249,0.835,70.4,0.532,-0.277,0.824
Greece,Europe,2016,5.303,10.248,0.803,70.525,0.482,-0.265,0.898
Greece,Europe,2017,5.148,10.261,0.753,70.65,0.438,-0.295,0.872
Greece,Europe,2018,5.409,10.28,0.794,70.775,0.564,-0.34,0.86
Greece,Europe,2019,5.952,10.3,0.891,70.9,0.614,-0.293,0.848
Greece,Europe,2020,5.788,10.207,0.779,71.025,0.565,-0.246,0.764
Greece,Europe,2021,6.104,10.294,0.85,71.15,0.574,-0.161,0.752
Greece,Europe,2022,5.9,10.358,0.875,71.275,0.563,-0.318,0.874
Greece,Europe,2023,5.796,10.387,0.818,71.4,0.589,-0.223,0.805
Hungary,Europe,2014,5.181,10.184,0.845,66.44,0.494,-0.156,0.855
Hungary,Europe,2015,5.344,10.223,0.859,66.6,0.558,-0.204,0.908
Hungary,Europe,2016,5.449,10.248,0.9,66.75,0.554,-0.193,0.924
Hungary,Europe,2017,6.065,10.292,0.877,66.9,0.661,-0.145,0.886
Hungary,Europe,2018,5.936,10.346,0.941,67.05,0.693,-0.249,0.911
Hungary,Europe,2019,6,10.393,0.947,67.2,0.798,-0.201,0.884
Hungary,Europe,2020,6.038,10.349,0.943,67.35,0.771,-0.127,0.836
Hungary,Europe,2021,6.227,10.423,0.948,67.5,0.727,-0.046,0.832
Hungary,Europe,2022,5.861,10.47,0.937,67.65,0.776,-0.009,0.848
Hungary,Europe,2023,5.965,10.473,0.954,67.8,0.755,-0.002,0.847
Iceland,Europe,2015,7.498,10.862,0.98,71.9,0.94,0.294,0.639
Iceland,Europe,2016,7.51,10.909,0.985,71.925,0.952,0.274,0.719
Iceland,Europe,2017,7.476,10.927,0.967,71.95,0.939,0.24,0.727
Iceland,Europe,2019,7.533,10.943,0.982,72,0.959,,0.699
Iceland,Europe,2020,7.575,10.852,0.983,72.025,0.949,0.152,0.644
Iceland,Europe,2021,7.565,10.878,0.98,72.05,0.923,0.257,0.664
Iceland,Europe,2022,7.449,10.916,0.985,72.075,0.936,0.222,0.692
Iceland,Europe,2023,7.562,10.934,0.979,72.1,0.918,0.299,0.697
Ireland,Europe,2014,7.018,10.971,0.968,70.58,0.922,0.257,0.406
Ireland,Europe,2015,6.83,11.18,0.953,70.7,0.892,0.226,0.409
Ireland,Europe,2016,7.041,11.189,0.958,70.8,0.875,0.169,0.399
Ireland,Europe,2017,7.06,11.264,0.943,70.9,0.905,0.21,0.337
Ireland,Europe,2018,6.962,11.334,0.938,71,0.861,0.138,0.362
Ireland,Europe,2019,7.255,11.373,0.944,71.1,0.892,0.067,0.373
Ireland,Europe,2020,7.035,11.423,0.96,71.2,0.882,0,0.356
Ireland,Europe,2021,6.828,11.54,0.85,71.3,0.846,0.131,0.36
Ireland,Europe,2022,6.87,11.643,0.906,71.4,0.895,0.138,0.358
Ireland,Europe,2023,6.817,11.676,0.921,71.5,0.903,0.182,0.373
Italy,Europe,2014,6.027,10.594,0.898,71.5,0.624,-0.071,0.92
Italy,Europe,2015,5.848,10.603,0.909,71.6,0.575,-0.07,0.913
Italy,Europe,2016,5.955,10.617,0.927,71.675,0.624,-0.086,0.903
Italy,Europe,2017,6.199,10.635,0.92,71.75,0.633,-0.041,0.867
Italy,Europe,2018,6.517,10.647,0.913,71.825,0.65,-0.027,0.888
Italy,Europe,2019,6.445,10.663,0.838,71.9,0.709,-0.088,0.866
Italy,Europe,2020,6.488,10.574,0.89,71.975,0.718,-0.157,0.844
Italy,Europe,2021,6.467,10.647,0.886,72.05,0.703,-0.096,0.862
Italy,Europe,2022,6.258,10.687,0.869,72.125,0.711,0.026,0.819
Italy,Europe,2023,6.245,10.703,0.851,72.2,0.699,-0.053,0.819
Kosovo,Europe,2014,5,9.082,0.706,,0.441,0.01,0.775
Kosovo,Europe,2015,5.077,9.153,0.805,,0.561,0.177,0.851
Kosovo,Europe,2016,5.759,9.213,0.824,,0.827,0.12,0.941
Kosovo,Europe,2017,6.149,9.253,0.792,,0.858,0.112,0.925
Kosovo,Europe,2018,6.392,9.283,0.822,,0.89,0.264,0.922
Kosovo,Europe,2019,6.425,9.334,0.843,,0.841,0.242,0.92
Kosovo,Europe,2020,6.294,9.279,0.792,,0.88,0.302,0.91
Kosovo,Europe,2021,6.648,9.383,0.849,,0.84,0.258,0.842
Kosovo,Europe,2022,6.16,9.431,0.888,,0.865,0.208,0.846
Kosovo,Europe,2023,6.878,9.48,0.807,,0.9,0.285,0.811
Latvia,Europe,2014,5.729,10.143,0.881,65.5,0.671,-0.049,0.804
Latvia,Europe,2015,5.881,10.19,0.879,65.8,0.656,-0.084,0.808
Latvia,Europe,2016,5.94,10.222,0.917,65.9,0.685,-0.163,0.868
Latvia,Europe,2017,5.978,10.264,0.895,66,0.7,-0.161,0.798
Latvia,Europe,2018,5.901,10.311,0.913,66.1,0.608,-0.218,0.799
Latvia,Europe,2019,5.97,10.343,0.936,66.2,0.698,-0.2,0.789
Latvia,Europe,2020,6.229,10.328,0.928,66.3,0.82,-0.086,0.809
Latvia,Europe,2021,6.353,10.376,0.954,66.4,0.815,-0.104,0.84
Latvia,Europe,2022,6.055,10.396,0.928,66.5,0.817,0.018,0.844
Latvia,Europe,2023,6.296,10.408,0.932,66.6,0.816,0.059,0.8
Lithuania,Europe,2014,6.126,10.304,0.908,65.1,0.508,-0.269,0.956
Lithuania,Europe,2015,5.711,10.334,0.929,65.3,0.641,-0.259,0.924
Lithuania,Europe,2016,5.866,10.371,0.938,65.65,0.614,-0.272,0.949
Lithuania,Europe,2017,6.273,10.427,0.926,66,0.749,-0.179,0.79
Lithuania,Europe,2018,6.309,10.476,0.929,66.35,0.699,-0.243,0.852
Lithuania,Europe,2019,6.064,10.524,0.918,66.7,0.78,-0.258,0.783
Lithuania,Europe,2020,6.391,10.523,0.953,67.05,0.824,-0.129,0.829
Lithuania,Europe,2021,6.865,10.579,0.928,67.4,0.707,-0.121,0.878
Lithuania,Europe,2022,7.038,10.586,0.937,67.75,0.71,-0.192,0.685
Lithuania,Europe,2023,6.553,10.575,0.881,68.1,0.734,-0.232,0.751
Luxembourg,Europe,2014,6.891,11.638,0.875,71.3,0.938,0.097,0.366
Luxembourg,Europe,2015,6.702,11.637,0.934,71.5,0.932,0.044,0.375
Luxembourg,Europe,2016,6.967,11.664,0.941,71.525,0.882,0.011,0.356
Luxembourg,Europe,2017,7.061,11.653,0.905,71.55,0.903,0.036,0.33
Luxembourg,Europe,2018,7.243,11.645,0.902,71.575,0.884,-0.028,0.385
Luxembourg,Europe,2019,7.404,11.649,0.912,71.6,0.93,-0.051,0.39
Luxembourg,Europe,2022,7.228,11.657,0.878,71.675,0.915,0.023,0.345
Luxembourg,Europe,2023,7.016,11.649,0.879,71.7,0.911,0.033,0.343
Malta,Europe,2014,6.452,10.526,0.941,71.12,0.904,0.395,0.67
Malta,Europe,2015,6.613,10.594,0.919,71.3,0.912,0.339,0.664
Malta,Europe,2016,6.591,10.604,0.93,71.35,0.916,0.339,0.696
Malta,Europe,2017,6.676,10.681,0.937,71.4,0.924,0.244,0.69
Malta,Europe,2018,6.91,10.705,0.932,71.45,0.927,0.17,0.595
Malta,Europe,2019,6.733,10.734,0.922,71.5,0.924,0.077,0.689
Malta,Europe,2020,6.157,10.622,0.938,71.55,0.931,-0.005,0.675
Malta,Europe,2021,6.444,10.727,0.897,71.6,0.889,0.239,0.753
Malta,Europe,2022,6.299,10.784,0.932,71.65,0.838,0.246,0.758
Malta,Europe,2023,6.295,,0.912,71.7,0.851,,0.78
Moldova,Europe,2014,5.917,9.227,0.805,62.52,0.623,-0.118,0.925
Moldova,Europe,2015,6.017,9.232,0.84,62.9,0.595,-0.094,0.943
Moldova,Europe,2016,5.578,9.289,0.837,63.3,0.557,-0.052,0.969
Moldova,Europe,2017,5.326,9.347,0.831,63.7,0.553,-0.057,0.926
Moldova,Europe,2018,5.682,9.404,0.892,64.1,0.824,-0.089,0.929
Moldova,Europe,2019,5.803,9.455,0.809,64.5,0.784,-0.097,0.884
Moldova,Europe,2020,5.812,9.38,0.874,64.9,0.859,-0.058,0.941
Moldova,Europe,2021,5.959,9.518,0.88,65.3,0.833,-0.096,0.875
Moldova,Europe,2022,5.687,9.465,0.817,65.7,0.829,-0.084,0.885
Moldova,Europe,2023,5.801,9.492,0.842,66.1,0.844,-0.157,0.86
Montenegro,Europe,2014,5.283,9.78,0.863,66.52,0.503,0.091,0.768
Montenegro,Europe,2015,5.125,9.813,0.74,66.6,0.583,-0.15,0.781
Montenegro,Europe,2016,5.304,9.842,0.866,66.7,0.569,-0.093,0.849
Montenegro,Europe,2017,5.615,9.887,0.881,66.8,0.626,-0.089,0.756
Montenegro,Europe,2018,5.65,9.937,0.856,66.9,0.626,-0.057,0.769
Montenegro,Europe,2019,5.386,9.977,0.832,67,0.694,-0.111,0.82
Montenegro,Europe,2020,5.722,9.812,0.887,67.1,0.802,0.061,0.845
Montenegro,Europe,2022,5.6,10.002,0.875,67.3,0.778,-0.022,0.802
Montenegro,Europe,2023,5.813,10.041,0.853,67.4,0.799,-0.066,0.706
Netherlands,Europe,2014,7.321,10.863,0.909,71.06,0.91,0.326,0.457
Netherlands,Europe,2015,7.324,10.878,0.879,71.1,0.904,0.256,0.412
Netherlands,Europe,2016,7.541,10.894,0.926,71.175,0.907,0.233,0.433
Netherlands,Europe,2017,7.459,10.917,0.937,71.25,0.92,0.245,0.363
Netherlands,Europe,2018,7.463,10.934,0.939,71.325,0.92,0.156,0.371
Netherlands,Europe,2019,7.425,10.947,0.941,71.4,0.886,0.207,0.36
Netherlands,Europe,2020,7.504,10.902,0.944,71.475,0.935,0.145,0.281
Netherlands,Europe,2021,7.314,10.944,0.919,71.55,0.856,0.266,0.397
Netherlands,Europe,2022,7.39,10.978,0.929,71.625,0.868,0.223,0.459
Netherlands,Europe,2023,7.255,10.977,0.915,71.7,0.847,0.223,0.424
North Macedonia,Europe,2014,5.204,9.589,0.793,65.22,0.645,0.028,0.861
North Macedonia,Europe,2015,4.976,9.625,0.766,65.3,0.66,-0.053,0.824
North Macedonia,Europe,2016,5.346,9.652,0.871,65.5,0.706,0.073,0.87
North Macedonia,Europe,2017,5.234,9.662,0.8,65.7,0.752,-0.065,0.856
North Macedonia,Europe,2018,5.24,9.689,0.849,65.9,0.745,-0.048,0.91
North Macedonia,Europe,2019,5.015,9.728,0.815,66.1,0.725,0.018,0.923
North Macedonia,Europe,2020,5.054,9.666,0.75,66.3,0.787,0.127,0.877
North Macedonia,Europe,2021,5.535,9.724,0.809,66.5,0.793,0.188,0.884
North Macedonia,Europe,2022,5.167,9.749,0.85,66.7,0.723,0.068,0.937
North Macedonia,Europe,2023,5.403,9.776,0.883,66.9,0.738,0.123,0.917
Norway,Europe,2014,7.444,11.048,0.941,71,0.956,0.173,0.405
Norway,Europe,2015,7.603,11.057,0.947,71.2,0.948,0.249,0.299
Norway,Europe,2016,7.596,11.06,0.96,71.25,0.954,0.125,0.41
Norway,Europe,2017,7.579,11.076,0.95,71.3,0.953,0.228,0.25
Norway,Europe,2018,7.444,11.077,0.966,71.35,0.96,0.086,0.268
Norway,Europe,2019,7.442,11.082,0.942,71.4,0.954,0.103,0.271
Norway,Europe,2020,7.29,11.063,0.956,71.45,0.965,0.068,0.271
Norway,Europe,2021,7.362,11.096,0.948,71.5,0.936,0.166,0.263
Norway,Europe,2022,7.295,11.119,0.927,71.55,0.939,0.182,0.314
Norway,Europe,2023,7.249,11.125,0.952,71.6,0.938,0.219,0.245
Poland,Europe,2014,5.75,10.184,0.924,67.82,0.875,-0.069,0.898
Poland,Europe,2015,6.007,10.228,0.893,68,0.793,-0.098,0.81
Poland,Europe,2016,6.162,10.258,0.917,68.175,0.871,-0.096,0.848
Poland,Europe,2017,6.201,10.308,0.882,68.35,0.831,-0.127,0.639
Poland,Europe,2018,6.111,10.365,0.863,68.525,0.87,-0.26,0.72
Poland,Europe,2019,6.242,10.409,0.878,68.7,0.883,-0.237,0.696
Poland,Europe,2020,6.139,10.39,0.953,68.875,0.767,-0.014,0.787
Poland,Europe,2021,5.978,10.461,0.936,69.05,0.732,0.122,0.744
Poland,Europe,2022,6.666,10.513,0.886,69.225,0.8,-0.209,0.667
Poland,Europe,2023,6.685,10.527,0.89,69.4,0.775,-0.232,0.662
Portugal,Europe,2014,5.127,10.324,0.862,70.26,0.847,-0.132,0.941
Portugal,Europe,2015,5.081,10.346,0.866,70.5,0.8,-0.169,0.941
Portugal,Europe,2016,5.447,10.369,0.905,70.625,0.838,-0.231,0.922
Portugal,Europe,2017,5.711,10.406,0.9,70.75,0.905,-0.182,0.881
Portugal,Europe,2018,5.92,10.435,0.887,70.875,0.877,-0.267,0.88
Portugal,Europe,2019,6.095,10.462,0.876,71,0.882,-0.24,0.915
Portugal,Europe,2020,5.768,10.374,0.875,71.125,0.913,-0.244,0.867
Portugal,Europe,2021,6.183,10.425,0.895,71.25,0.892,-0.211,0.872
Portugal,Europe,2022,5.953,10.484,0.862,71.375,0.903,-0.139,0.893
Portugal,Europe,2023,5.954,10.504,0.895,71.5,0.847,-0.176,0.889
Romania,Europe,2014,5.727,10.047,0.753,66.12,0.754,-0.107,0.958
Romania,Europe,2015,5.777,10.083,0.787,66.3,0.796,-0.147,0.962
Romania,Europe,2016,5.969,10.117,0.809,66.425,0.822,-0.12,0.949
Romania,Europe,2017,6.09,10.201,0.811,66.55,0.839,-0.165,0.926
Romania,Europe,2018,6.151,10.266,0.818,66.675,0.845,-0.224,0.921
Romania,Europe,2019,6.13,10.309,0.842,66.8,0.848,-0.228,0.954
Romania,Europe,2020,6.785,10.277,0.869,66.925,0.863,-0.161,0.918
Romania,Europe,2021,6.549,10.341,0.835,67.05,0.871,-0.187,0.928
Romania,Europe,2022,6.437,10.396,0.83,67.175,0.836,-0.173,0.941
Romania,Europe,2023,6.489,10.431,0.826,67.3,0.849,-0.202,0.905
Serbia,Europe,2014,5.113,9.631,0.783,66.26,0.532,0.066,0.912
Serbia,Europe,2015,5.318,9.654,0.816,66.4,0.546,-0.068,0.859
Serbia,Europe,2016,5.753,9.692,0.895,66.525,0.614,-0.074,0.89
Serbia,Europe,2017,5.122,9.718,0.884,66.65,0.685,-0.084,0.851
Serbia,Europe,2018,5.936,9.767,0.853,66.775,0.74,-0.106,0.864
Serbia,Europe,2019,6.241,9.815,0.903,66.9,0.753,-0.046,0.813
Serbia,Europe,2020,6.042,9.813,0.852,67.025,0.843,0.142,0.824
Serbia,Europe,2021,6.245,9.895,0.89,67.15,0.85,0.261,0.806
Serbia,Europe,2022,6.546,9.928,0.896,67.275,0.782,0.074,0.801
Serbia,Europe,2023,6.441,9.961,0.895,67.4,0.807,0.085,0.782
Slovakia,Europe,2014,6.139,10.219,0.924,67.38,0.635,-0.13,0.914
Slovakia,Europe,2015,6.162,10.268,0.943,67.6,0.587,-0.132,0.928
Slovakia,Europe,2016,5.993,10.286,0.945,67.825,0.7,-0.065,0.917
Slovakia,Europe,2017,6.366,10.314,0.913,68.05,0.714,-0.059,0.92
Slovakia,Europe,2018,6.235,10.352,0.922,68.275,0.758,-0.172,0.91
Slovakia,Europe,2019,6.243,10.375,0.933,68.5,0.771,-0.133,0.926
Slovakia,Europe,2020,6.519,10.34,0.954,68.725,0.762,-0.081,0.901
Slovakia,Europe,2021,6.419,10.39,0.951,68.95,0.742,0.042,0.896
Slovakia,Europe,2022,6.091,10.409,0.961,69.175,0.732,-0.129,0.841
Slovakia,Europe,2023,6.261,10.425,0.941,69.4,0.753,-0.136,0.825
Slovenia,Europe,2014,5.678,10.407,0.908,69.84,0.888,0.047,0.909
Slovenia,Europe,2015,5.741,10.428,0.901,70,0.896,0.002,0.892
Slovenia,Europe,2016,5.937,10.459,0.934,70.175,0.904,-0.06,0.838
Slovenia,Europe,2017,6.167,10.505,0.928,70.35,0.921,-0.031,0.829
Slovenia,Europe,2018,6.249,10.545,0.941,70.525,0.942,-0.125,0.839
Slovenia,Europe,2019,6.665,10.572,0.949,70.7,0.945,-0.108,0.785
Slovenia,Europe,2020,6.462,10.521,0.953,70.875,0.958,-0.09,0.797
Slovenia,Europe,2021,6.761,10.598,0.955,71.05,0.851,0.026,0.754
Slovenia,Europe,2022,6.723,10.65,0.942,71.225,0.93,0.099,0.762
Slovenia,Europe,2023,6.746,10.664,0.911,71.4,0.931,0.031,0.75
Spain,Europe,2014,6.456,10.491,0.948,71.48,0.738,-0.034,0.854
Spain,Europe,2015,6.381,10.529,0.956,71.6,0.732,-0.078,0.822
Spain,Europe,2016,6.319,10.558,0.942,71.725,0.768,-0.054,0.819
Spain,Europe,2017,6.23,10.585,0.903,71.85,0.756,-0.038,0.791
Spain,Europe,2018,6.513,10.604,0.91,71.975,0.722,-0.081,0.777
Spain,Europe,2019,6.457,10.616,0.949,72.1,0.778,-0.054,0.73
Spain,Europe,2020,6.502,10.491,0.935,72.225,0.783,-0.127,0.73
Spain,Europe,2021,6.47,10.544,0.926,72.35,0.782,-0.076,0.729
Spain,Europe,2022,6.337,10.592,0.934,72.475,0.781,-0.001,0.673
Spain,Europe,2023,6.456,10.609,0.912,72.6,0.779,-0.004,0.675
Sweden,Europe,2014,7.239,10.805,0.933,71.36,0.945,0.197,0.25
Sweden,Europe,2015,7.289,10.838,0.929,71.4,0.935,0.206,0.232
Sweden,Europe,2016,7.369,10.846,0.912,71.525,0.918,0.141,0.246
Sweden,Europe,2017,7.287,10.858,0.914,71.65,0.935,0.165,0.239
Sweden,Europe,2018,7.375,10.866,0.931,71.775,0.942,0.072,0.263
Sweden,Europe,2019,7.398,10.875,0.934,71.9,0.942,0.085,0.25
Sweden,Europe,2020,7.314,10.846,0.936,72.025,0.951,0.084,0.203
Sweden,Europe,2021,7.439,10.893,0.932,72.15,0.953,0.172,0.191
Sweden,Europe,2022,7.431,10.912,0.949,72.275,0.939,0.232,0.213
Sweden,Europe,2023,7.161,10.902,0.927,72.4,0.926,0.147,0.253
Switzerland,Europe,2014,7.493,11.111,0.959,71.64,0.949,0.053,0.283
Switzerland,Europe,2015,7.572,11.116,0.938,71.7,0.928,0.102,0.21
Switzerland,Europe,2016,7.459,11.126,0.928,71.9,0.934,0.081,0.302
Switzerland,Europe,2017,7.474,11.13,0.95,72.1,0.925,0.173,0.316
Switzerland,Europe,2018,7.509,11.151,0.93,72.3,0.926,0.094,0.301
Switzerland,Europe,2019,7.694,11.155,0.949,72.5,0.913,0.029,0.294
Switzerland,Europe,2020,7.508,11.124,0.946,72.7,0.917,-0.073,0.28
Switzerland,Europe,2021,7.328,11.158,0.934,72.9,0.908,0.024,0.287
Switzerland,Europe,2022,6.884,11.17,0.881,73.1,0.848,0.128,0.235
Switzerland,Europe,2023,6.969,11.169,0.904,73.3,0.891,0.104,0.247
Ukraine,Europe,2014,4.297,9.424,0.877,63.48,0.533,0.078,0.927
Ukraine,Europe,2015,3.965,9.325,0.909,63.8,0.431,-0.039,0.952
Ukraine,Europe,2016,4.029,9.353,0.885,63.925,0.503,0.005,0.891
Ukraine,Europe,2017,4.311,9.381,0.858,64.05,0.599,-0.008,0.937
Ukraine,Europe,2018,4.662,9.42,0.901,64.175,0.663,-0.08,0.943
Ukraine,Europe,2019,4.702,9.458,0.883,64.3,0.715,-0.087,0.885
Ukraine,Europe,2020,5.27,9.426,0.885,64.425,0.784,0.121,0.946
Ukraine,Europe,2021,5.311,9.469,0.879,64.55,0.77,0.166,0.922
Ukraine,Europe,2022,4.637,9.281,0.863,64.675,0.829,0.408,0.852
Ukraine,Europe,2023,4.672,9.423,0.839,64.8,0.772,0.37,0.922
United Kingdom,Europe,2014,6.758,10.692,0.91,69.64,0.857,0.349,0.484
United Kingdom,Europe,2015,6.515,10.707,0.936,69.7,0.833,0.294,0.456
United Kingdom,Europe,2016,6.824,10.721,0.954,69.8,0.821,0.244,0.458
United Kingdom,Europe,2017,7.103,10.739,0.937,69.9,0.813,0.285,0.419
United Kingdom,Europe,2018,7.233,10.75,0.928,70,0.838,0.22,0.404
United Kingdom,Europe,2019,7.157,10.76,0.943,70.1,0.854,0.264,0.485
United Kingdom,Europe,2020,6.798,10.639,0.929,70.2,0.885,0.196,0.49
United Kingdom,Europe,2021,6.867,10.713,0.854,70.3,0.815,0.252,0.448
United Kingdom,Europe,2022,6.722,10.754,0.863,70.4,0.857,0.308,0.426
United Kingdom,Europe,2023,6.658,10.759,0.886,70.5,0.874,0.27,0.49
